datahora,iter,fitness,SE_med,SE_min,SE_5,RISx,RISy,RISz,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_18,se_19,se_20
2026-06-03 16:52:42,11,1.865099,3.730171,0.000027,0.430393,1.0000,10.5831,4.0000,0.910869,5.111826,7.525932,7.575795,7.603340,3.077517,3.793156,2.146388,0.860759,5.333764,3.525959,1.036420,1.705846,8.608782,0.982911,8.875254,0.000027,3.089734,0.944359,1.894774
2026-06-03 16:52:43,12,1.865099,3.730171,0.000027,0.430393,1.0000,10.5831,4.0000,0.910869,5.111826,7.525932,7.575795,7.603340,3.077517,3.793156,2.146388,0.860759,5.333764,3.525959,1.036420,1.705846,8.608782,0.982911,8.875254,0.000027,3.089734,0.944359,1.894774
2026-06-03 16:52:43,13,1.865099,3.730171,0.000027,0.430393,1.0000,10.5831,4.0000,0.910869,5.111826,7.525932,7.575795,7.603340,3.077517,3.793156,2.146388,0.860759,5.333764,3.525959,1.036420,1.705846,8.608782,0.982911,8.875254,0.000027,3.089734,0.944359,1.894774
2026-06-03 16:52:44,14,1.865099,3.730171,0.000027,0.430393,1.0000,10.5831,4.0000,0.910869,5.111826,7.525932,7.575795,7.603340,3.077517,3.793156,2.146388,0.860759,5.333764,3.525959,1.036420,1.705846,8.608782,0.982911,8.875254,0.000027,3.089734,0.944359,1.894774
2026-06-03 16:52:44,15,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:45,16,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:45,17,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:46,18,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:46,19,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:46,20,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:47,21,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:47,22,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:48,23,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:48,24,1.865258,3.730488,0.000027,0.430600,1.0000,10.5399,4.0000,0.911370,5.112913,7.525797,7.575704,7.603127,3.078345,3.793395,2.146800,0.861174,5.333896,3.526332,1.036884,1.706547,8.608092,0.983453,8.874774,0.000027,3.090848,0.944869,1.895424
2026-06-03 16:52:49,25,1.865598,3.731169,0.000027,0.430181,1.0731,10.5596,4.0000,0.910519,5.118470,7.526539,7.576481,7.603895,3.079852,3.796533,2.146927,0.860336,5.333791,3.528845,1.036073,1.706130,8.608837,0.982607,8.876010,0.000027,3.092270,0.944022,1.895216
2026-06-03 16:52:49,26,1.865598,3.731169,0.000027,0.430181,1.0731,10.5596,4.0000,0.910519,5.118470,7.526539,7.576481,7.603895,3.079852,3.796533,2.146927,0.860336,5.333791,3.528845,1.036073,1.706130,8.608837,0.982607,8.876010,0.000027,3.092270,0.944022,1.895216
2026-06-03 16:52:50,27,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:50,28,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:51,29,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:51,30,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:52,31,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:52,32,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:52,33,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:53,34,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:53,35,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:54,36,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:54,37,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:55,38,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:55,39,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:56,40,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:56,41,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:57,42,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:57,43,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:58,44,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:58,45,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:59,46,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:59,47,1.865667,3.731307,0.000027,0.430384,1.0593,10.5495,4.0000,0.910946,5.117977,7.526481,7.576423,7.603821,3.080052,3.796356,2.147283,0.860740,5.333930,3.528801,1.036506,1.706598,8.608696,0.983050,8.875808,0.000027,3.092529,0.944455,1.895653
2026-06-03 16:52:59,48,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:00,49,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:00,50,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:01,51,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:01,52,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:02,53,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:02,54,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:03,55,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:03,56,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:04,57,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:04,58,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:05,59,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:05,60,1.865836,3.731644,0.000027,0.430536,1.0625,10.5267,4.0000,0.911302,5.119056,7.526502,7.576469,7.603800,3.080794,3.796856,2.147709,0.861045,5.334058,3.529343,1.036854,1.707139,8.608411,0.983435,8.875659,0.000027,3.093425,0.944819,1.896185
2026-06-03 16:53:06,61,1.866020,3.732013,0.000027,0.430750,1.0625,10.4930,4.0000,0.911800,5.120111,7.526452,7.576455,7.603690,3.081640,3.797249,2.148208,0.861473,5.334216,3.529839,1.037334,1.707846,8.607930,0.983971,8.875339,0.000027,3.094495,0.945328,1.896860
2026-06-03 16:53:06,62,1.866020,3.732013,0.000027,0.430750,1.0625,10.4930,4.0000,0.911800,5.120111,7.526452,7.576455,7.603690,3.081640,3.797249,2.148208,0.861473,5.334216,3.529839,1.037334,1.707846,8.607930,0.983971,8.875339,0.000027,3.094495,0.945328,1.896860
2026-06-03 16:53:06,63,1.866020,3.732013,0.000027,0.430750,1.0625,10.4930,4.0000,0.911800,5.120111,7.526452,7.576455,7.603690,3.081640,3.797249,2.148208,0.861473,5.334216,3.529839,1.037334,1.707846,8.607930,0.983971,8.875339,0.000027,3.094495,0.945328,1.896860
2026-06-03 16:53:07,64,1.866020,3.732013,0.000027,0.430750,1.0625,10.4930,4.0000,0.911800,5.120111,7.526452,7.576455,7.603690,3.081640,3.797249,2.148208,0.861473,5.334216,3.529839,1.037334,1.707846,8.607930,0.983971,8.875339,0.000027,3.094495,0.945328,1.896860
2026-06-03 16:53:07,65,1.866063,3.732099,0.000027,0.430412,1.1015,10.5017,4.0000,0.911111,5.122612,7.526705,7.576729,7.603953,3.082000,3.798428,2.147870,0.860798,5.334034,3.530698,1.036641,1.707274,8.608155,0.983273,8.875838,0.000027,3.094823,0.944635,1.896377
2026-06-03 16:53:08,66,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:08,67,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:09,68,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:09,69,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:10,70,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:10,71,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:11,72,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:11,73,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:12,74,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:12,75,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:12,76,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:13,77,1.866119,3.732210,0.000027,0.430717,1.0762,10.4871,4.0000,0.911751,5.121399,7.526560,7.576579,7.603785,3.082106,3.797890,2.148322,0.861407,5.334225,3.530392,1.037284,1.707922,8.607913,0.983932,8.875461,0.000027,3.095010,0.945281,1.896964
2026-06-03 16:53:13,78,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:14,79,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:14,80,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:15,81,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:15,82,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:16,83,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:16,84,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:17,85,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:17,86,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:18,87,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:18,88,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:18,89,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:19,90,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
2026-06-03 16:53:19,91,1.866127,3.732228,0.000027,0.430699,1.0789,10.4874,4.0000,0.911716,5.121591,7.526581,7.576601,7.603806,3.082151,3.797986,2.148315,0.861372,5.334218,3.530468,1.037249,1.707900,8.607927,0.983897,8.875496,0.000027,3.095055,0.945246,1.896949
